20210217,0.0
20210218,0.0
20210219,0.0
20210220,0.0
20210221,0.0
20210222,0.0
20210223,0.0
20210224,0.0
20210225,0.0
20210226,0.0
20210227,0.0
20210228,0.0
20210301,0.0
20210302,0.0
20210303,0.0
20210304,0.0
20210305,0.0
20210306,0.0
20210307,0.0
20210308,0.0
20210309,0.0
20210310,0.0
20210311,0.0
20210312,0.0
20210313,0.0
20210314,0.0
20210315,0.0
20210316,0.0
20210317,0.0
20210318,0.0
20210319,0.0
20210320,0.0
20210321,0.0
20210322,0.0
20210323,0.0
20210324,0.0
20210325,0.0
20210326,0.0
20210327,0.0
20210328,0.0
20210329,0.0
20210330,0.0
20210331,0.0
20210401,0.0
20210402,0.0
20210403,0.0
20210404,0.0
20210405,0.0
20210406,0.0
20210407,0.0
20210408,0.0
20210409,0.0
20210410,103597678.52939962
20210411,107598558.87212977
20210412,101917666.46414314
20210413,104574590.0024378
20210414,107428764.39510639
20210415,107973664.72764285
20210416,101764044.96219096
20210417,92538746.9060338
20210418,97222304.4738752
20210419,95551241.07010503
20210420,88180883.11200939
20210421,92250552.99590844
20210422,92186715.07256265
20210423,93098667.03781234
20210424,84224656.55082068
20210425,83594419.48588793
20210426,84974441.96587314
20210427,86895523.93822995
20210428,90914533.26406269
20210429,92334706.79392639
20210430,90993367.46068986
20210501,89178308.40884477
20210502,88485246.3026561
20210503,88859908.55028188
20210504,93930872.88656414
20210505,89099247.23057687
20210506,79527039.76368399
20210507,79750305.29170531
20210508,78916122.03255989
20210509,81267206.22246824
20210510,88180496.8399306
20210511,80984927.02107558
20210512,81794297.65567116
20210513,78105575.18634446
20210514,72178043.25977258
20210515,71721057.97716603
20210516,69964903.02866355
20210517,66234076.81278082
20210518,63838850.14827517
20210519,64173784.77365206
20210520,40509944.73235543
20210521,40544295.99309179
20210522,36574653.18827363
20210523,35599232.35881562
20210524,31435639.276608158
20210525,34007699.39078167
20210526,34283538.58752364
20210527,35054727.04656172
20210528,34387672.09069355
20210529,33781324.91163252
20210530,33344403.995025493
20210531,31899285.872263882
20210601,33368307.34114378
20210602,33162723.74598205
20210603,33444915.071731497
20210604,33196377.78723198
20210605,32934689.578350537
20210606,32577855.790032625
20210607,32556864.747563202
20210608,32452347.33877071
20210609,31422967.809720617
20210610,32091159.846760023
20210611,31573478.695266694
20210612,31204401.220237512
20210613,30985621.010695625
20210614,31276129.59584244
20210615,31671304.15527199
20210616,31521655.635076914
20210617,30878116.782159273
20210618,30533971.70706594
20210619,29772719.36919113
20210620,29305618.965776607
20210621,29337055.718936216
20210622,27178688.413185555
20210623,20155242.002082463
20210624,20321758.837406944
20210625,21271468.395094853
20210626,21003133.64847421
20210627,19582895.043123774
20210628,19649327.972482134
20210629,20439437.06300333
20210630,21778862.423859287
20210701,22850854.284721106
20210702,22904508.1450332
20210703,22922295.594652273
20210704,23278683.750831705
20210705,24155280.007767893
20210706,23717046.69054196
20210707,24336335.190815832
20210708,25467535.036248855
20210709,25164674.93699223
20210710,25214758.93169297
20210711,25928047.332039252
20210712,25644454.032069415
20210713,26155566.120058067
20210714,25448488.18809434
20210715,25611300.379473332
20210716,31629814.17978814
20210717,31493283.530819092
20210718,31020238.195074275
20210719,31096919.265948724
20210720,30120780.480073567
20210721,25920568.249354746
20210722,27188886.310071647
20210723,27273364.68875711
20210724,28496100.298690546
20210725,28412828.230385084
20210726,29094425.048127268
20210727,29677711.998328384
20210728,28557221.54109974
20210729,28556495.04652078
20210730,29168650.503735226
20210731,30612447.30601394
20210801,30711499.519321337
20210802,32976498.01723855
20210803,33483784.453609012
20210804,33612748.724951394
20210805,39473468.6249068
20210806,42825882.09972627
20210807,42298237.6858332
20210808,49925695.28715069
20210809,50077445.140708245
20210810,50648009.33150648
20210811,52374986.832265146
20210812,54038493.16463524
20210813,54128301.656898
20210814,54522826.27903997
20210815,54784333.38587416
20210816,56019042.64409222
20210817,55857825.17473962
