20201003,45070668.05283284
20201004,45070668.05283284
20201005,86139601.44055389
20201006,227116927.15284133
20201007,191067037.73710826
20201008,195003355.36382556
20201009,230709820.92233473
20201010,251925220.52375868
20201011,267411768.19204232
20201012,263383093.49792576
20201013,279854065.8056605
20201014,465820519.720775
20201015,479114697.8023418
20201016,410093109.8676123
20201017,372197770.2466164
20201018,389702732.12229544
20201019,386783462.0804946
20201020,349516717.1027491
20201021,338764358.45730394
20201022,372534273.5622525
20201023,407048755.61526936
20201024,445445648.50904155
20201025,423701956.11560315
20201026,409503425.20637655
20201027,393954743.2894516
20201028,384993994.5507907
20201029,361862194.10782766
20201030,327515080.9960911
20201031,349536003.8141375
20201101,333092591.4960533
20201102,344380625.5911081
20201103,337035164.89510566
20201104,316306380.5357061
20201105,311926649.6351848
20201106,350826610.4357537
20201107,432322742.89957964
20201108,510037962.5097186
20201109,615521192.1625936
20201110,626825192.1519225
20201111,786769427.9055935
20201112,634245658.6337241
20201113,601510127.1550604
20201114,745149811.7657521
20201115,788489212.0149285
20201116,753951060.0601847
20201117,849767094.8098476
20201118,933208000.2964942
20201119,900453076.7520441
20201120,890198603.8166476
20201121,888163811.2218359
20201122,830859383.4275405
20201123,818765341.4278148
20201124,847989372.6051859
20201125,787913191.4143705
20201126,727589990.4092867
20201127,758426191.5998985
20201128,725088170.4367104
20201129,759087952.9198147
20201130,810942893.3148122
20201201,907887569.0655369
20201202,891295522.9004388
20201203,1034080775.747299
20201204,1089131288.6727953
20201205,972429249.847797
20201206,1095578241.3948662
20201207,1053855742.054622
20201208,1089724613.6056843
20201209,966774600.2425629
20201210,1015706174.1462901
20201211,916928873.4258934
20201212,901323895.9973115
20201213,935054031.0779814
20201214,997014828.2355895
20201215,1034946334.2375114
20201216,1043764495.6853276
20201217,1044776384.3840017
20201218,1020230291.7795762
20201219,1071294381.9614488
20201220,1070203956.9554887
20201221,1025154338.9113603
20201222,976746421.0156517
20201223,1014904788.5223459
20201224,913869755.5505615
20201225,963396040.65165
20201226,957500979.3355018
20201227,900431219.6344086
20201228,938353155.5447639
20201229,989182971.423932
20201230,939451867.2491875
20201231,980356484.3757354
20210101,1063588346.2053467
20210102,1079072669.9159973
20210103,1031438129.5907547
20210104,1144026140.5399802
20210105,1307177513.8897305
20210106,1444937745.3552537
20210107,1396859729.5140812
20210108,1395927335.9952984
20210109,1342654490.8358502
20210110,1444658076.7481136
20210111,1549539171.5818508
20210112,1394265294.9110885
20210113,1536481877.8806593
20210114,1795039758.4677303
20210115,1772279084.6009612
20210116,2042273198.8742113
20210117,2252928453.3311753
20210118,2286519600.9705815
20210119,2430766369.7620716
20210120,2312276665.2308903
20210121,2421538106.9929643
20210122,1977005934.9939687
20210123,2347620823.086479
20210124,2589783901.6225295
20210125,3294460157.877113
20210126,3082352025.3280973
20210127,3397861103.7317557
20210128,3526891987.711221
20210129,3667671069.0890884
20210130,3536601210.091141
20210131,3866671035.5717072
20210201,3694895084.23773
20210202,3631127137.1726813
20210203,3736440115.696903
20210204,4716909693.591059
20210205,5725294382.626893
20210206,6206119654.851098
20210207,5806202408.699114
20210208,5910212930.18593
20210209,6033867105.878918
20210210,6082195942.165316
20210211,6507804462.390291
20210212,6401770918.2514715
20210213,6544992203.800497
20210214,6147532272.990378
20210215,5867494124.704243
20210216,5607696744.601606
20210217,5368310718.176834
20210218,5556451683.730997
20210219,5476365609.809021
20210220,5264995285.550825
20210221,5468857523.677493
20210222,5439037929.551293
20210223,4993628566.887264
20210224,4493589284.632156
20210225,4566911713.396277
20210226,4215497366.882853
20210227,4022944579.0399227
20210228,4183297674.4484663
20210301,4402379408.122049
20210302,4751222094.397073
20210303,4878410878.38675
20210304,4948726824.161998
20210305,4684717661.515329
20210306,4580840212.125715
20210307,4846770536.142407
20210308,5128909766.062856
20210309,5414396038.967663
20210310,5543006780.423209
20210311,5097673644.09193
20210312,5029592870.8205805
20210313,4639482139.345921
20210314,5193069571.22262
20210315,4800061930.5945215
20210316,4595019762.129134
20210317,4616688672.829785
20210318,4770219131.432599
20210319,4534211107.529474
20210320,4626191464.995444
20210321,4637982989.223279
20210322,4569557467.596249
20210323,4216002632.187355
20210324,4118229794.5243735
20210325,3860696973.411772
20210326,4037895917.1711144
20210327,4475542257.822853
20210328,4360735480.268719
20210329,4279471924.31024
20210330,4494380950.595634
20210331,4683824795.220028
20210401,4772072359.925201
20210402,4793666899.119867
20210403,5246698609.910691
20210404,4766982643.335116
20210405,5041026014.2666025
20210406,4930008419.239106
20210407,4798962885.948688
20210408,4377197714.561323
20210409,4621898162.2581005
20210410,4491847737.213452
20210411,4585664294.412388
20210412,4591537316.900713
20210413,4945119196.704777
20210414,4979026705.720251
20210415,5345563349.838824
20210416,5839458039.14415
20210417,5524961581.062076
20210418,5356219589.208635
20210419,4797410887.480824
20210420,4317064682.681149
20210421,4493941411.040276
20210422,4430861443.882133
20210423,4601431210.3474
20210424,4283615292.123937
20210425,4040840841.3694453
20210426,4319520130.3377285
20210427,5115672147.72697
20210428,5548813383.060127
20210429,5846053515.642797
20210430,5579987321.588237
20210501,5632652992.15314
20210502,6365831630.112165
20210503,6111352906.133964
20210504,6577432870.553496
20210505,5784088739.588315
20210506,6115001074.6027355
20210507,5762574111.33448
20210508,5671911567.483671
20210509,5917684518.414727
20210510,5857000826.857468
20210511,5554840826.815018
20210512,5840328256.484503
20210513,6952088129.942914
20210514,6447362967.221025
20210515,7601094195.508802
20210516,6587274034.982202
20210517,6623616908.365594
20210518,7464945016.553738
20210519,7953335447.113418
20210520,5497935958.794042
20210521,5941216230.251432
20210522,4710693041.025318
20210523,4294160459.3006353
20210524,3757266519.3905644
20210525,4912092159.492324
20210526,4782322557.723449
20210527,5220889237.717068
20210528,4791240507.188453
20210529,4100633620.77537
20210530,3845428872.7239127
20210531,4158014582.490553
20210601,4901523329.549831
20210602,4784889056.471834
20210603,4940201738.13779
20210604,5119106996.370067
20210605,4806657663.788253
20210606,4523218664.378179
20210607,4668864892.594442
20210608,4307252224.551614
20210609,4251104882.795003
20210610,4329736235.895647
20210611,3995133119.8823113
20210612,3648272801.5722723
20210613,3604860798.466025
20210614,4040040991.786138
20210615,4070135773.4892106
20210616,4020348866.707421
20210617,3698030766.1930633
20210618,3736137919.256166
20210619,3390084520.0660005
20210620,3273211787.647306
20210621,3508241727.7938056
20210622,2785258352.199368
20210623,2608819309.277207
20210624,2652699326.754325
20210625,2709608462.232586
20210626,2446964226.3030086
20210627,2359950197.9913044
20210628,2584638392.5286093
20210629,2920550588.796373
20210630,3069990635.501126
